,prompt,source,index,precision,reciprocal_rank,caption_id
324,A tall woman in a pink dress plays tennis.,mscoco,5501,0.3,0.3333333333333333,597028
325,Train with bright striped rear with attendants and onlookers on platform.,mscoco,5355,0.2,1.0,704054
326,A clock with red hands is mounted on a large sign.,mscoco,4402,0.2,0.16666666666666666,511485
327,A living room scene with a table and a television.,mscoco,2123,0.3,1.0,385688
328,A black locomotive  on display at a museum,mscoco,1331,0.5,1.0,163094
329,Several animals with large horns eat while a zebra drinks from a pond near a tree.,mscoco,4802,0.1,1.0,316732
330,A cat on the left of a dog.,drawbench,127,0.0,0.0,127
331,Boats docked at a dock on the water ,mscoco,4147,0.9,1.0,401662
332,A male tennis player about to hit the ball,mscoco,5386,0.6,1.0,399441
333,A person with a helmet on a blue motorcycle.,mscoco,1729,0.3,0.2,795808
334,A bird with its mouth open stands on the beach.,mscoco,1472,0.1,1.0,61428
335,A large bed in a bedroom with two windows.,mscoco,3707,0.0,0.08333333333333333,27014
336,Black and white photograph of people walking on a sidewalk.,mscoco,70,0.3,0.2,41402
337,Two women eating hot dogs in a eating contest.,mscoco,638,0.1,1.0,448488
338,A banana peel lies next to a beer bottle.,mscoco,4726,0.2,1.0,673233
339,A shade umbrella is anchored in a planter on a deck.,mscoco,5905,0.1,1.0,813375
340,A white building shows through a glass window.,mscoco,2963,0.1,0.3333333333333333,618926
341,Modern electronic commode displayed in white tiled bathroom.,mscoco,4554,0.4,1.0,432366
342,A giraffe standing alone in a large field.,mscoco,368,1.0,1.0,221837
343,A beach patrol jeep drives along the sand as people wade and fly kites down the beach.,mscoco,4773,0.1,1.0,614928
344,A black dog standing by a frisbee in a field.,mscoco,5154,0.1,1.0,221062
345,Two chili dogs on a food tray with a drink.,mscoco,4439,0.2,1.0,511132
346,Several oranges rest in a bowl and on a table.,mscoco,1254,0.7,1.0,164101
347,A white and black cat is in a refrigerator.,mscoco,1993,0.4,1.0,213431
348,A small whit dog sitting outside a restaurant.,mscoco,2161,0.1,1.0,457858
349,A pair of scissors and books with a picture on a shelf.,mscoco,3204,0.1,1.0,819153
350,A woman with a knit hat is holding a cell phone.,mscoco,1385,0.1,0.3333333333333333,380297
351,A security officer talks on the phone at an outdoor event.,mscoco,600,0.1,0.5,689351
352,The electronic and personal contents of a persons backpack,mscoco,4107,0.2,0.5,17898
353,A red fire hydrant situated in a landscaped garden. ,mscoco,1782,0.8,1.0,468391
354,A kitchen sink with a toaster sitting next to it on the counter.,mscoco,1941,0.1,1.0,732837
355,"a kitchen view of a refridgerator, counter top and stove",mscoco,4548,0.1,0.125,639087
356,Pair of skiers with woman posing for photo near lodge.,mscoco,5092,0.0,0.03225806451612903,296000
357,golden retriever gazing at sheep in field from behind gate,mscoco,2946,0.1,1.0,361019
358,a yellow scooter parked in front of a store,mscoco,1226,0.0,0.041666666666666664,789592
359,a black and white photo of a parking meter ,mscoco,2345,0.6,1.0,447451
360,A blue snowboard sitting on top of a snow covered slope.,mscoco,4552,0.3,1.0,548173
361,A black and white photo of a coned-off road with a road closed sign.,mscoco,1694,0.2,0.5,47190
362,A black and white train engine next to a building.,mscoco,2964,0.0,0.07142857142857142,387929
363,A man wearing sunglasses and smiling in front of a building.,mscoco,847,0.0,0.045454545454545456,820713
364,A dog with glasses on sitting in a bicycle basket.,mscoco,3094,0.1,1.0,355522
365,A vertical view of of a tower reveals a clock and a flag.,mscoco,1450,0.3,0.5,214775
366,A white plate with two sandwiches and fries.,mscoco,1198,0.8,1.0,640136
367,A tall giraffe peers out from a forest.,mscoco,1267,0.8,1.0,23341
368,A man helps a small child ride on a skateboard. ,mscoco,2185,0.6,1.0,553160
369,A person on a beach flying a kite in the sand.,mscoco,1874,0.7,0.5,135032
370,A bench on a concrete slab overlooking a lake.,mscoco,2065,0.2,0.25,233049
371,Many people on the beach with large colorful kites flying in the air.,mscoco,1808,0.6,1.0,744246
372,Two duplicate images show a tennis player swinging at a ball.,mscoco,4154,0.5,1.0,176700
373,A group of people are skiing down a snow covered hill.,mscoco,5629,0.7,0.5,462088
374,"A room with two beds, television, fireplace and walkout doors.",mscoco,4260,0.1,1.0,298013
375,A large brown dog laying on top of a bed.,mscoco,2986,0.9,1.0,351448
376,two cats laying on a couch with books,mscoco,5481,0.1,0.25,394147
377,A bathroom with blue tiles and wooden vanity,mscoco,2073,0.1,0.14285714285714285,162443
378,"Police standing on a rode with bicycles, motorcycle and a golf cart",mscoco,5522,0.1,0.16666666666666666,349670
379,A modern living room has large bright windows.,mscoco,1587,0.8,1.0,276422
380,A black and white dog jumps to catch a Frisbee.,mscoco,3809,0.8,1.0,112284
381,Several boats docked in a marina at night.,mscoco,3020,0.5,0.5,768741
382,a wooden table with silverware glasses and some food,mscoco,5754,0.2,0.2,594212
383,A woman on the beach is jumping in the air under a kite.,mscoco,734,0.3,0.5,768763
384,A bicycle sits next to an empty park bench.,mscoco,2426,0.4,0.5,248503
385,a baseball player takes a swing at the ball,mscoco,576,0.2,0.25,718482
386,A group of young men eating plates of food.,mscoco,559,0.2,0.25,181750
387,A television mounted on a wall of a commercial kitchen.,mscoco,3518,0.1,1.0,66498
388,A blue and white airplane is sitting on the concrete.,mscoco,817,0.3,1.0,212990
389,A man stands next to food cooking on the stove.,mscoco,2012,0.4,0.3333333333333333,345190
390,A group of protestors display various anti-Obama propaganda.,mscoco,4355,0.1,1.0,672813
391,A fluffy cat with a long tail standing near a bike,mscoco,3483,0.7,1.0,494469
392,A green suitcase sitting on a wooden floor.,mscoco,2612,0.1,0.5,555648
393,A group of elephants stands on a grassy area.,mscoco,4835,0.6,1.0,738463
394,A yellow and blue fire hydrant outside on the grass.,mscoco,527,0.5,1.0,636982
395,A dog is running alongside a horse in a corral.,mscoco,957,0.2,1.0,263843
396,A group of elephants marches down the city street in front of a large building.,mscoco,5974,0.7,1.0,655413
397,a train on a track near a platform ,mscoco,4951,0.2,1.0,608785
398,Two people on a grassy field flying kites.,mscoco,2172,0.5,0.3333333333333333,151980
399,A tray of doughnuts is sitting next to a fryer.,mscoco,1218,0.0,0.08333333333333333,740458
400,a stainless steel oven in a white tiled kitchen,mscoco,1361,0.2,0.14285714285714285,407209
401,The front of a building with columns and a clock.,mscoco,5292,0.2,1.0,229731
402,A stop sign that has been tagged with graffiti.,mscoco,1099,1.0,1.0,335555
403,A bird on a tree limb with mountains in the background,mscoco,3748,0.1,0.5,410873
404,A wooden bench sitting on a hillside next to a road.,mscoco,5283,0.3,0.3333333333333333,402554
405,Closeup of a mature elephant in a shady park enclosure.,mscoco,5766,0.0,0.06666666666666667,357412
406,A tall giraffe is standing by piles of rocks.,mscoco,2537,0.6,1.0,384113
407,A fire hydrant between two red poles sits next to a wall.,mscoco,865,0.0,0.045454545454545456,258815
408,A dessert plate that has fruit and cake.,mscoco,4477,0.7,1.0,289468
409,a group of people playing a game of frisbe ,mscoco,1567,0.4,0.25,644106
410,a train sits parked at a train depot ,mscoco,3221,0.3,0.5,741358
411,Laptop sitting on a small table in front of a bed. ,mscoco,1426,0.1,0.3333333333333333,753659
412,A hand holding a remote control pointed at a television.,mscoco,5637,1.0,1.0,759500
413,A bathroom is shown with a bag on the counter.,mscoco,2690,0.0,0.025,375256
414,Several trays of pastries sit on a table.,mscoco,3308,0.1,0.14285714285714285,808811
415,A skate board rider flying off a ramp in a skate park,mscoco,5462,0.2,0.125,213680
416,A shirtless smiling man skates down a street with his skateboard.,mscoco,1674,0.2,1.0,538438
417,Athlete on red clay court preparing to return ball.,mscoco,5863,0.2,0.5,358575
418,man in yellow suit looks out window of train,mscoco,1848,0.1,1.0,128900
419,A variety of boats are docked in a harbour. ,mscoco,366,1.0,1.0,393016
420,Surfer wearing wet suit riding large wave in urban river with onlooker nearby.,mscoco,823,0.0,0.011111111111111112,599641
421,Two boys sitting on a bed playing a video game.,mscoco,5729,0.2,1.0,414414
422,A very well constructed Mario cake with cupcakes. ,mscoco,3705,0.1,1.0,80028
423,A white bowl filled with mixed vegetables and a spoon.,mscoco,4357,0.3,0.5,495172
424,A young woman is peeling an orange at the table.,mscoco,2015,0.1,0.25,784326
425,a woman looks over an infant in a high chair reaching for a birthday cake,mscoco,5861,0.2,0.3333333333333333,630455
426,Male tennis player with arms ready to return the ball.,mscoco,350,0.2,0.2,659927
427,A blonde little girl eating a cookie sandwich.,mscoco,3379,0.1,1.0,354010
428,Young men riding their skate boards in a public skate park.,mscoco,4930,0.1,0.5,7364
429,A variety of foods are displayed on plates on tables.,mscoco,1906,0.5,0.3333333333333333,437012
430,Two pictures of a toddler playing baseball outside.,mscoco,1154,0.1,0.3333333333333333,279982
431,Food displayed partially eaten on a table for little ones ,mscoco,285,0.0,0.0010162601626016261,783040
432,A group of people flying kites at a crowded park,mscoco,1115,0.8,1.0,437693
433,A man skateboarding in a bowl at a skate park. ,mscoco,4006,0.1,0.25,512953
434,A large clock tower next to a large building.,mscoco,4663,0.2,1.0,786327
435,A person skiing down a snow covered ski jump.,mscoco,355,0.3,1.0,371981
436,A giraffe sticking its head over the top of a barrier.,mscoco,1172,0.1,0.16666666666666666,198687
437,A vase with flowers sitting in front of a window.,mscoco,4018,0.9,1.0,636781
438,Two grown zebras eating grass in an enclosure.,mscoco,1347,0.2,1.0,743173
439,A toilet sitting on a cement pad outside.,mscoco,3430,0.0,0.045454545454545456,816105
440,Two small horses standing in a field covered with grass.,mscoco,223,0.2,0.16666666666666666,75858
441,A woman stands over a cake with a knife.,mscoco,1579,0.8,1.0,813628
442,Several people in military uniforms cutting a cake.,mscoco,1688,0.9,1.0,139391
443,Custom motorcycle has a wooden barrel as a sidecar.,mscoco,2639,0.1,1.0,328752
444,A woman holding an inverted black umbrella in her hands.,mscoco,487,0.1,0.3333333333333333,567831
445,A large green truck on a paved road.,mscoco,4465,0.2,1.0,829458
446,A dish features meat in gravy and broccoli. ,mscoco,3836,0.1,0.3333333333333333,235311
447,Crude airplane from the early days of flying.,mscoco,5129,0.1,0.1111111111111111,725465
448,A row of five travel bags lined up all different colors.,mscoco,1899,0.1,0.5,550437
449,Three adult elephants standing around a wooded area.,mscoco,626,0.3,0.3333333333333333,543076
450,A woman talking on a cell phone while standing in a park.,mscoco,4824,0.1,0.3333333333333333,95139
451,A chair and a table with a computer and other items on it,mscoco,1420,0.6,1.0,733163
452,A mounted police officer is riding a horse,mscoco,2771,0.8,1.0,411536
453,The sun shines brightly behind a stop sign.,mscoco,2428,0.2,1.0,407758
454,A group of kids sitting on top of and in between two train cars.,mscoco,74,0.1,0.25,303766
455,"A plate of food including rice, broccoli, protein and a sauce in a bowl.  ",mscoco,35,0.0,0.024390243902439025,799788
456,Kites being flow in the blue sky near a beach,mscoco,5815,0.5,1.0,714083
457,A person riding skis down a snow covered slope.,mscoco,5088,0.5,0.5,589437
458,"A kitchen area with stoves, coffee maker and cutting board.",mscoco,3364,0.0,0.010869565217391304,365696
459,"Cucumbers, tomatoes, string beans, broccoli and eggplant on a table.",mscoco,2935,0.1,1.0,662859
460,"Many people, with one lady looking at the camera, are at the table eating. ",mscoco,5124,0.0,0.005813953488372093,437990
461,A very interesting looking piece of pottery thats sitting in some tall grass.,mscoco,4705,0.1,1.0,443217
462,A large bus is sitting in traffic near many parked cars. ,mscoco,1877,0.2,0.2,158186
463,A person with skis and ski poles is trekking up a mountain.,mscoco,4689,0.3,0.5,683181
464,A white passenger train with an orange stripe riding down tracks. ,mscoco,4050,0.3,1.0,643279
465,A herd of elephants in a grassy area with sky in the background.,mscoco,3954,1.0,1.0,347693
466,A passenger train speeds along a bridge next to a street. ,mscoco,4449,0.1,1.0,32043
467,a man on a screen behind a beer bottle ,mscoco,494,0.1,0.3333333333333333,245163
468,A person on a snowboard in the snow.,mscoco,2699,0.6,1.0,448996
469,A girl rides her horse on a track with her helmet.,mscoco,5849,0.0,0.07692307692307693,40129
470,A snowboarder is performing a stunt from the very high ledge of a building.,mscoco,5784,0.1,0.3333333333333333,460669
471,A person standing alone on skis on a hill.,mscoco,774,0.4,1.0,659458
472,A boy plays a game on the Wii near a fireplace. ,mscoco,1065,0.2,0.5,477908
473,Two women posing for a picture with a man at a dance.,mscoco,2051,0.3,1.0,75178
474,A car is parked in front of a donut shop with a person standing by the building.,mscoco,3112,0.0,0.006289308176100629,59659
475,"A plate of meat, potatoes, carrots, and peas.",mscoco,5583,0.2,1.0,20778
476,A covered pizza cooking in a hot oven.,mscoco,2967,0.0,0.0045871559633027525,118254
477,Two giraffes standing next to one another with trees and bushes near them.,mscoco,5259,0.5,1.0,181589
478,A clock is posted on top of a brick tower.,mscoco,1458,0.2,0.5,291638
479,Several people stand in a field flying a kite.,mscoco,854,0.3,0.5,729219
480,a family is waiting with their luggage on a curb.,mscoco,40,0.0,0.07142857142857142,469713
481,A red car is parked along a city sidewalk.,mscoco,4032,0.4,1.0,468371
482,Guy poses for school picture wearing glasses and a tie,mscoco,1761,0.1,0.5,599410
483,A woman in blue shirt and white skirt playing a game of tennis.,mscoco,385,0.1,0.5,296808
484,A person walks on a bridge with a kite.,mscoco,815,0.1,1.0,367761
485,A man standing next to his guitar case talking on his cell phone.,mscoco,1096,0.2,1.0,408398
486,Two zebras stand side by side with their noses to grass.,mscoco,2798,0.0,0.08333333333333333,328791
487,A corner desk with a computer by a bright window.,mscoco,3138,0.3,1.0,419531
488,White keyboard and mouse sitting in front of a laptop. ,mscoco,4484,0.2,0.25,555321
489,A child's toy bear is laying on a bed with a blue and orange pillow. ,mscoco,3075,0.0,0.017857142857142856,158024
490,A man on a snowboard performing a trick.,mscoco,5126,0.9,1.0,818818
491,Old style steam train with the name Colin McAndrew & Co.,mscoco,4966,0.1,1.0,8169
492,A blue airplane with a propeller is sitting on a runway.,mscoco,2910,0.1,1.0,200330
493,Several small rectangular pieces of pizza on a plate.,mscoco,2489,0.4,0.25,258773
